0.000	0.077
0.507	0.058
1.008	0.077
1.507	0.036
2.008	0.049
2.509	0.041
3.008	0.043
3.507	0.052
4.008	0.046
4.509	0.068
5.007	0.060
5.507	0.078
6.008	0.049
6.508	0.068
7.007	0.041
7.509	0.036
8.008	0.045
8.507	0.063
9.008	0.056
9.507	0.070
10.009	0.061
10.508	0.063
11.007	0.054
11.507	0.041
12.007	0.054
12.506	0.036
13.006	0.067
13.508	0.049
14.008	0.078
14.509	0.051
15.008	0.081
15.508	0.058
16.007	0.078
16.508	0.055
17.009	0.052
17.507	0.042
18.008	0.047
18.509	0.037
19.008	0.045
19.508	0.047
20.007	0.043
20.508	0.051
21.007	0.046
21.508	0.069
22.008	0.067
22.509	0.077
23.007	0.063
23.509	0.065
24.007	0.055
24.508	0.059
25.008	0.039
25.510	0.061
26.009	0.042
26.509	0.067
27.010	0.045
27.509	0.069
28.007	0.076
28.508	0.060
29.009	0.172
29.509	0.060
30.009	0.063
30.509	0.043
31.010	0.038
31.509	0.039
32.009	0.046
32.508	0.047
33.008	0.050
33.508	0.054
34.008	0.055
34.508	0.054
35.009	0.073
35.509	0.056
36.009	0.073
36.510	0.072
37.009	0.059
37.510	0.074
38.009	0.060
38.509	0.049
39.010	0.051
39.508	0.055
40.008	0.047
40.510	0.050
41.008	0.059
41.509	0.037
42.008	0.058
42.510	0.058
43.009	0.046
43.509	0.064
44.009	0.067
44.509	0.061
45.010	0.072
45.508	0.059
46.009	0.083
46.509	0.076
47.009	0.056
47.509	0.037
48.008	0.045
48.509	0.034
49.008	0.059
49.510	0.046
50.008	0.058
50.509	0.067
51.009	0.059
51.508	0.082
52.010	0.061
52.508	0.052
53.010	0.047
53.508	0.054
54.009	0.061
54.509	0.056
55.010	0.054
55.509	0.073
56.009	0.079
56.509	0.063
57.010	0.045
57.508	0.042
58.009	0.059
58.508	0.047
59.008	0.046
59.508	0.073
60.010	0.063
60.510	0.076
61.009	0.068
61.509	0.045
62.009	0.043
62.509	0.061
63.010	0.046
63.509	0.064
64.010	0.068
64.510	0.067
65.009	0.081
65.509	0.045
66.009	0.054
66.510	0.043
67.010	0.047
67.508	0.038
68.009	0.067
68.509	0.055
69.009	0.056
69.510	0.068
70.009	0.064
70.510	0.039
71.011	0.061
71.510	0.063
72.010	0.054
72.510	0.055
73.010	0.069
73.510	0.079
74.011	0.058
74.509	0.061
75.010	0.058
75.510	0.041
76.010	0.073
76.509	0.064
77.008	0.056
77.510	0.065
78.010	0.069
78.511	0.052
79.010	0.041
79.509	0.064
80.009	0.073
80.509	0.060
81.010	0.060
81.509	0.050
82.010	0.054
82.510	0.056
83.010	0.070
83.511	0.073
84.011	0.069
84.511	0.061
85.011	0.073
85.510	0.059
86.010	0.055
86.510	0.050
87.010	0.059
87.510	0.060
88.011	0.064
88.509	0.059
89.010	0.052
89.512	0.041
90.010	0.045
90.510	0.050
91.012	0.051
91.510	0.059
92.010	0.077
92.510	0.065
93.010	0.050
93.512	0.049
94.011	0.055
94.511	0.061
95.010	0.070
95.512	0.046
96.010	0.051
96.509	0.073
97.011	0.047
97.511	0.056
98.011	0.081
98.510	0.068
99.012	0.043
99.511	0.045
100.010	0.074
100.510	0.072
101.011	0.073
101.511	0.076
102.011	0.060
102.512	0.043
103.010	0.055
103.512	0.052
104.012	0.045
104.511	0.054
105.012	0.076
105.511	0.074
106.011	0.054
106.509	0.052
107.011	0.046
107.512	0.061
108.011	0.058
108.511	0.065
109.012	0.054
109.512	0.046
110.011	0.056
110.512	0.052
111.011	0.063
111.512	0.056
112.012	0.073
112.511	0.060
113.012	0.055
113.511	0.050
114.012	0.063
114.512	0.065
115.011	0.058
115.511	0.042
116.012	0.056
116.512	0.041
117.012	0.076
117.511	0.083
118.012	0.065
118.512	0.061
119.012	0.063
119.514	0.059
120.012	0.077
120.512	0.055
121.011	0.046
121.511	0.047
122.012	0.072
122.511	0.081
123.011	0.083
123.513	0.060
124.011	0.054
124.511	0.063
125.012	0.065
125.511	0.078
126.012	0.085
126.511	0.079
127.012	0.073
127.511	0.049
128.012	0.039
128.511	0.037
129.012	0.050
129.511	0.065
130.012	0.058
130.511	0.072
131.012	0.063
131.512	0.050
132.011	0.052
132.513	0.067
133.012	0.052
133.511	0.054
134.011	0.059
134.513	0.063
135.011	0.065
135.512	0.085
136.012	0.081
136.513	0.060
137.012	0.052
137.512	0.052
138.013	0.060
138.512	0.061
139.012	0.068
139.512	0.076
140.012	0.081
140.512	0.070
141.013	0.067
141.511	0.074
142.014	0.050
142.514	0.047
143.012	0.049
143.513	0.043
144.012	0.064
144.512	0.072
145.012	0.069
145.513	0.072
146.013	0.074
146.513	0.068
147.013	0.063
147.512	0.052
148.012	0.042
148.512	0.047
149.012	0.037
149.512	0.054
150.013	0.054
150.513	0.069
151.012	0.085
151.514	0.081
152.014	0.067
152.512	0.059
153.013	0.056
153.513	0.052
154.013	0.058
154.513	0.059
155.012	0.061
155.513	0.061
156.013	0.068
156.512	0.074
157.014	0.090
157.513	0.073
158.014	0.060
158.513	0.049
159.013	0.064
159.513	0.064
160.012	0.060
160.514	0.063
161.013	0.046
161.513	0.063
162.012	0.067
162.514	0.061
163.012	0.067
163.513	0.087
164.013	0.091
164.513	0.079
165.014	0.081
165.514	0.038
166.013	0.052
166.513	0.042
167.014	0.041
167.514	0.039
168.014	0.042
168.512	0.049
169.014	0.045
169.514	0.051
170.013	0.055
170.513	0.058
171.014	0.078
171.514	0.073
172.014	0.069
172.514	0.061
173.013	0.069
173.514	0.060
174.012	0.041
174.515	0.043
175.014	0.038
175.514	0.070
176.013	0.078
176.514	0.078
177.014	0.072
177.514	0.061
178.014	0.049
178.514	0.067
179.014	0.063
179.513	0.058
180.013	0.042
180.514	0.054
181.013	0.074
181.513	0.077
182.014	0.065
182.514	0.073
183.015	0.086
183.514	0.072
184.013	0.041
184.513	0.039
185.013	0.047
185.513	0.067
186.013	0.055
186.515	0.065
187.014	0.078
187.514	0.073
188.014	0.060
188.513	0.065
189.015	0.068
189.514	0.045
190.013	0.045
190.515	0.049
191.014	0.061
191.513	0.054
192.012	0.042
192.514	0.050
193.015	0.056
193.514	0.079
194.014	0.060
194.514	0.061
195.013	0.058
195.514	0.086
196.013	0.083
196.515	0.061
197.014	0.070
197.514	0.087
198.015	0.077
198.513	0.056
199.014	0.045
199.514	0.043
200.014	0.043
200.515	0.052
201.014	0.060
201.514	0.037
202.014	0.043
202.514	0.065
203.014	0.061
203.516	0.065
204.015	0.070
204.515	0.072
205.014	0.085
205.515	0.082
206.016	0.085
206.514	0.069
207.014	0.060
207.515	0.064
208.016	0.073
208.515	0.061
209.014	0.045
209.513	0.039
210.015	0.054
210.516	0.064
211.015	0.061
211.514	0.076
212.013	0.061
212.515	0.087
213.014	0.069
213.514	0.069
214.015	0.086
214.514	0.088
215.016	0.088
215.515	0.078
216.014	0.070
216.515	0.067
217.013	0.068
217.516	0.058
218.015	0.074
218.515	0.072
219.015	0.060
219.513	0.049
220.016	0.059
220.516	0.051
221.016	0.067
221.515	0.063
222.015	0.051
222.514	0.046
223.015	0.054
223.515	0.060
224.016	0.069
224.516	0.064
225.016	0.043
225.515	0.037
226.016	0.041
226.514	0.052
227.016	0.046
227.516	0.045
228.015	0.051
228.515	0.068
229.014	0.072
229.515	0.054
230.016	0.050
230.515	0.038
231.015	0.056
231.515	0.056
232.015	0.051
232.515	0.042
233.016	0.051
233.515	0.067
234.016	0.052
234.515	0.056
235.017	0.049
235.518	0.056
236.015	0.064
236.516	0.041
237.015	0.046
237.516	0.054
238.015	0.065
238.515	0.045
239.015	0.051
239.517	0.058
240.016	0.070
240.514	0.078
241.015	0.068
241.517	0.073
242.016	0.069
242.515	0.094
243.016	0.086
243.515	0.085
244.017	0.073
244.516	0.079
245.016	0.070
245.516	0.059
246.015	0.067
246.516	0.070
247.014	0.055
247.516	0.083
248.015	0.070
248.516	0.047
249.016	0.054
249.517	0.061
250.015	0.060
250.517	0.049
251.017	0.070
251.517	0.054
252.017	0.054
252.515	0.061
253.016	0.065
253.517	0.052
254.017	0.063
254.516	0.045
255.016	0.059
255.515	0.064
256.016	0.058
256.515	0.070
257.015	0.059
257.516	0.054
258.016	0.063
258.516	0.050
259.016	0.074
259.517	0.096
260.015	0.074
260.517	0.068
261.017	0.087
261.516	0.078
262.017	-0.144
262.518	0.092
263.016	0.086
263.516	0.070
264.017	0.086
264.518	0.090
265.017	0.069
265.516	0.085
266.017	0.082
266.516	0.070
267.017	0.085
267.517	0.072
268.017	0.047
268.517	0.052
269.017	0.073
269.517	0.085
270.018	0.070
270.518	0.050
271.018	0.068
271.517	0.051
272.017	0.050
272.515	0.039
273.017	0.051
273.517	0.063
274.018	0.059
274.518	0.046
275.018	0.047
275.518	0.059
276.018	0.067
276.518	0.056
277.016	0.056
277.517	0.049
278.018	0.074
278.515	0.047
279.016	0.047
279.518	0.060
280.018	0.058
280.517	0.046
281.016	0.052
281.517	0.052
282.019	0.045
282.517	0.051
283.017	0.068
283.518	0.050
284.017	0.067
284.517	0.060
285.016	0.041
285.517	0.078
286.017	0.092
286.518	0.074
287.018	0.092
287.518	0.086
288.018	0.070
288.517	0.092
289.017	0.068
289.518	0.087
290.019	0.087
290.517	0.073
291.017	0.086
291.517	0.072
292.018	0.083
292.518	0.068
293.019	0.091
293.518	0.065
294.017	0.081
294.517	0.060
295.017	0.068
295.517	0.063
296.016	0.058
296.517	0.060
297.018	0.064
297.517	0.049
298.017	0.058
298.517	0.061
299.017	0.054
299.519	0.058
300.018	0.058
300.517	0.078
301.019	0.051
301.518	0.051
302.019	0.081
302.517	0.083
303.017	0.067
303.518	0.092
304.017	0.074
304.518	0.091
305.019	0.074
305.517	0.087
306.018	0.068
306.519	0.085
